/*********************************************
 * OPL 12.5.1.0 Data
 * Author: Mateusz
 * Creation Date: 05-05-2016 at 22:52:11
[54.879338590142 49.5774177778735 45.2719987525905 24.407305107608 45.0303487181357 35.6072925120716]
[54.6592587535801 49.9943574329751 46.4018365398349 29.452970222626 48.6075497502076 37.8142887486176]
[54.463633205696 43.8043665478637 45.7638901837603 33.6936409358263 48.1455745143014 35.5585632733204]
[54.7681835848082 47.2604069308174 46.3628227353061 32.5067022472219 46.3085835751357 31.9362091109491]
[56.0303571565843 45.9828293159665 46.7185533269699 35.3106276665638 45.1402179833971 30.0770349051307]
[55.346201195186 47.9953240396996 45.9150694314114 35.5162924272675 47.5533985987339 30.2733621631168]
[55.6251825721098 45.667500227661 48.1588849093478 33.2458298916527 48.0499835314477 32.4089117327911]
[55.7710743948096 43.3647087001918 48.2783865577098 33.6277737820392 48.8864542803741 22.9276097452485]
[54.9724329040381 39.7559734289068 48.5178887152226 38.9244254426043 48.1898589443917 25.2100072885968]
[56.216178377901 44.1108390946635 47.8715750595446 38.0707538561519 45.0046392186645 38.6148510304148]
[55.4152887176449 45.2110419638734 46.6811058826369 35.5806572899558 46.0658941009588 31.7021987797019]
[55.8403373591777 45.8423647310025 45.5074068191691 34.2851094947322 51.1830807010529 34.0759871082558]
[55.9153474949588 45.1867564031975 45.7057350595605 33.4659405350083 47.4429896466061 37.6266493406602]
[55.4015825478495 43.2035778470546 47.9595899799847 29.4484380974801 47.9095650442964 32.1438847019438]
[55.0148106684385 41.7242407469821 49.4152571737587 27.7027899623779 45.26140756768 32.8155129296941]
[54.738019320459 41.3692951265018 49.2528050557147 38.3093471577885 43.2199256802562 34.0632620377162]
[56.3113219594115 42.1089116692483 48.917274626412 41.9501776944196 42.2393522534872 30.43866292996]
[55.9609148447907 44.2051545151184 49.0197821106405 30.145851412756 45.9402154543427 28.6972967870261]
[55.2846801761311 43.6353101493931 49.4648999413579 36.8699965272181 46.1506945262075 27.8662937650088]
[55.2463054872816 40.2958281845801 50.2721983789859 31.5725940205292 44.7218049114676 32.8790853840385]
[55.3665416616025 36.9984627599761 50.789800283013 35.6238428613226 43.8738670674359 28.3600576664024]
[54.9111151401608 35.6230245811087 52.1936203375679 35.1562499474658 42.7868148777614 30.5858370548553]
[54.5364511543278 35.0375196018258 51.5403034302978 42.1800525914753 43.2261164601396 30.9974639924211]
[53.7792288075543 34.0416776054397 53.1437349066479 29.0228209344278 49.0943978540514 29.2174669071275]
[53.7446670468558 33.3562567823053 51.6397782399949 38.9810166663245 44.9870555023695 23.9214575440911]
[55.8699682118234 39.2910642268142 50.5404814807074 48.0611855108988 46.0557256248407 20.5395070238717]
[56.4142703466574 36.1950866243961 50.9295134445624 49.2316796011367 45.0744159727448 27.1876784401297]
[56.9928037802787 40.2565102706309 49.375977816585 42.7164696697645 42.9528166912126 26.9143797173474]
[55.3310051259889 42.1243354986345 48.8977375863528 38.063343743162 45.6475583463578 29.2918587027906]
[55.497030463178 41.2034526614008 48.6983940620053 39.0671865696405 46.5781614984864 27.338690898429]
[56.1520561536269 42.4759187618733 48.8371369545265 37.9563715333719 45.4228538487146 34.8523791819034]
[56.2313797146483 40.6081303029127 48.5479319224103 30.1832822776462 47.9440209227906 29.3504896983873]
[54.958856347445 40.494764191729 50.2957533256957 34.7341127721959 44.3468368224366 29.8245216732218]
[57.4187228515769 41.9408987308027 51.4833332676757 34.8290668010323 38.8148618648588 38.7597498741529]
[54.2469515933513 40.4169051117226 51.4232369912006 27.5327282047254 40.4468428634007 31.4077181867219]
[55.9198758732138 43.22101057684 50.3906485239531 34.8402129010837 40.2463557926544 38.7914971373109]
[55.9955886294168 42.3118846868473 50.7030251239164 35.5567795671576 40.9425695892336 27.9961289645176]
[55.1695108627767 42.5812447502994 50.0423554465089 32.9163221882707 43.3191187123031 27.4167343585225]
[56.4012680124372 44.3229391671642 49.3854072906605 40.1536285512494 43.6131482682364 24.4141864230892]
[55.895915276418 43.2014908369845 49.0072722524569 38.7607054663733 45.4419920613031 27.0493683337912]
[55.1092700704991 41.8821239847827 49.427485239415 36.4487578393604 45.7202097830099 30.5966288139213]
[55.2310641297099 40.895041357728 48.1838968935812 32.1679093871194 47.1330546093893 28.1191206006647]
[54.2403818202477 39.9494543016875 48.7482891822391 37.1434937080441 49.6517792641962 24.3199264286191]
[54.7623408431908 39.2078798378483 49.429304562821 37.1660249660115 47.0961303380735 24.8170452300186]
[56.9018610343012 41.9374703103403 50.2140890940809 36.9262009938415 44.1221279462439 32.4421765795212]
[55.9835197522871 43.670342358632 48.2729486086374 35.0633484361975 47.161518071432 26.4880077648349]
[55.5621416458812 44.6964298170836 48.4109580765041 37.9837081882749 49.9690946033199 21.8486158533828]
[57.2265341545742 42.5256398965838 47.7136567146054 41.9966818610792 45.6691154394529 29.5715674564436]
[55.3311129144582 42.7725468827377 47.9090904739671 34.1137645445369 46.291121342279 29.7773435211715]
[54.5999879395957 41.5777353093329 49.4019761367839 29.2987862138597 46.4113244177116 28.3676329526565]
  ];
